Step,TDMPC_SNUHumanoidEnv_4 - train/episode_reward,TDMPC_SNUHumanoidEnv_4 - train/episode_reward__MIN,TDMPC_SNUHumanoidEnv_4 - train/episode_reward__MAX,TDMPC_SNUHumanoidEnv_2 - train/episode_reward,TDMPC_SNUHumanoidEnv_2 - train/episode_reward__MIN,TDMPC_SNUHumanoidEnv_2 - train/episode_reward__MAX,TDMPC_SNUHumanoidEnv_3 - train/episode_reward,TDMPC_SNUHumanoidEnv_3 - train/episode_reward__MIN,TDMPC_SNUHumanoidEnv_3 - train/episode_reward__MAX,TDMPC_SNUHumanoidEnv_1 - train/episode_reward,TDMPC_SNUHumanoidEnv_1 - train/episode_reward__MIN,TDMPC_SNUHumanoidEnv_1 - train/episode_reward__MAX,TDMPC_SNUHumanoidEnv_0 - train/episode_reward,TDMPC_SNUHumanoidEnv_0 - train/episode_reward__MIN,TDMPC_SNUHumanoidEnv_0 - train/episode_reward__MAX
8576,,,,,,,,,,,,,47.16745771104597,47.16745771104597,47.16745771104597
8640,27.758082978918914,27.758082978918914,27.758082978918914,40.04404985208786,40.04404985208786,40.04404985208786,,,,,,,,,
8768,,,,,,,-6.214848424350715,-6.214848424350715,-6.214848424350715,,,,,,
9216,,,,,,,21.129412250016376,21.129412250016376,21.129412250016376,,,,,,
9344,,,,,,,,,,89.99608427081901,89.99608427081901,89.99608427081901,,,
10240,,,,,,,,,,61.920131245845276,61.920131245845276,61.920131245845276,,,
10688,,,,38.19439031803951,38.19439031803951,38.19439031803951,,,,,,,,,
11392,42.91793680478453,42.91793680478453,42.91793680478453,71.78989267636656,71.78989267636656,71.78989267636656,,,,,,,,,
11648,,,,94.70476148977174,94.70476148977174,94.70476148977174,,,,,,,,,
12032,,,,,,,-4.980142150131194,-4.980142150131194,-4.980142150131194,,,,,,
12352,,,,,,,18.4435109574024,18.4435109574024,18.4435109574024,,,,,,
13760,,,,69.87006037383492,69.87006037383492,69.87006037383492,,,,,,,,,
14144,,,,,,,,,,25.939325244368995,25.939325244368995,25.939325244368995,,,
14528,53.30998171646558,53.30998171646558,53.30998171646558,,,,,,,,,,,,
14784,,,,,,,,,,58.027775639734024,58.027775639734024,58.027775639734024,,,
15680,-10.684427881150345,-10.684427881150345,-10.684427881150345,,,,,,,,,,,,
16000,34.41679366205219,34.41679366205219,34.41679366205219,,,,,,,,,,,,
16768,,,,,,,,,,,,,56.7080243223812,56.7080243223812,56.7080243223812
17216,,,,,,,,,,,,,39.32697562480004,39.32697562480004,39.32697562480004
17280,,,,,,,,,,54.592647813449354,54.592647813449354,54.592647813449354,,,
17856,60.802331690331094,60.802331690331094,60.802331690331094,,,,,,,,,,,,
18368,,,,,,,59.98256991901947,59.98256991901947,59.98256991901947,,,,,,
18752,,,,93.98465034131137,93.98465034131137,93.98465034131137,,,,78.7025534785184,78.7025534785184,78.7025534785184,,,
19008,,,,60.37193889348607,60.37193889348607,60.37193889348607,,,,,,,,,
21632,,,,,,,29.085614851056285,29.085614851056285,29.085614851056285,,,,,,
21824,23.03374973196634,23.03374973196634,23.03374973196634,,,,,,,,,,,,
22016,,,,,,,,,,,,,12.816540374595146,12.816540374595146,12.816540374595146
22080,,,,50.77875148841536,50.77875148841536,50.77875148841536,,,,,,,,,
22400,,,,,,,20.60399017486741,20.60399017486741,20.60399017486741,,,,,,
22720,83.2461081337804,83.2461081337804,83.2461081337804,,,,,,,,,,,,
23424,47.02985054337697,47.02985054337697,47.02985054337697,,,,,,,51.480598986980496,51.480598986980496,51.480598986980496,,,
23744,27.7222462122509,27.7222462122509,27.7222462122509,,,,,,,,,,,,
24128,,,,,,,17.00144913210139,17.00144913210139,17.00144913210139,,,,,,
24256,,,,,,,,,,,,,58.99338245966671,58.99338245966671,58.99338245966671
24704,,,,82.78778313342346,82.78778313342346,82.78778313342346,,,,,,,,,
25984,34.94420239238527,34.94420239238527,34.94420239238527,,,,,,,,,,,,
26752,50.17291016453068,50.17291016453068,50.17291016453068,,,,,,,,,,,,
26944,,,,38.713118485992496,38.713118485992496,38.713118485992496,,,,,,,,,
27072,,,,,,,,,,,,,84.16027108235666,84.16027108235666,84.16027108235666
27264,,,,49.76506604322277,49.76506604322277,49.76506604322277,,,,,,,,,
28544,40.170184490417,40.170184490417,40.170184490417,50.663012859557625,50.663012859557625,50.663012859557625,,,,,,,,,
29120,,,,,,,,,,,,,17.492699483021394,17.492699483021394,17.492699483021394
29568,,,,,,,,,,66.89297326468828,66.89297326468828,66.89297326468828,,,
30208,,,,,,,29.0175493382253,29.0175493382253,29.0175493382253,,,,,,
30336,62.52758149696739,62.52758149696739,62.52758149696739,,,,,,,,,,,,
31808,,,,25.968813683175295,25.968813683175295,25.968813683175295,,,,,,,,,
32256,,,,,,,,,,,,,93.70864511254726,93.70864511254726,93.70864511254726
32448,74.34118818132353,74.34118818132353,74.34118818132353,,,,,,,,,,,,
32576,,,,,,,,,,,,,36.39105913095918,36.39105913095918,36.39105913095918
32768,46.36392660159091,46.36392660159091,46.36392660159091,,,,,,,,,,,,
32896,,,,83.88105218989843,83.88105218989843,83.88105218989843,,,,,,,,,
33216,,,,54.28385130115517,54.28385130115517,54.28385130115517,,,,,,,,,
33408,,,,53.34416689190409,53.34416689190409,53.34416689190409,,,,,,,,,
33536,104.20456182835615,104.20456182835615,104.20456182835615,,,,31.411331771593446,31.411331771593446,31.411331771593446,,,,,,
34560,,,,,,,,,,52.96554575406599,52.96554575406599,52.96554575406599,,,
34944,56.561490617275865,56.561490617275865,56.561490617275865,,,,,,,,,,,,
35008,,,,,,,,,,,,,33.56531054152088,33.56531054152088,33.56531054152088
36224,,,,34.20679526068778,34.20679526068778,34.20679526068778,,,,,,,,,
36480,70.9677715570031,70.9677715570031,70.9677715570031,,,,,,,,,,,,
37312,41.04190016655087,41.04190016655087,41.04190016655087,,,,,,,,,,,,
37568,,,,,,,,,,34.507817258764625,34.507817258764625,34.507817258764625,,,
38272,-16.460240868748173,-16.460240868748173,-16.460240868748173,,,,,,,,,,,,
38464,62.95377726716678,62.95377726716678,62.95377726716678,,,,,,,,,,,,
39296,,,,,,,,,,,,,73.83413069971257,73.83413069971257,73.83413069971257
39936,,,,,,,,,,55.426089204279855,55.426089204279855,55.426089204279855,,,
40448,67.54879416880807,67.54879416880807,67.54879416880807,,,,,,,,,,,,
40768,,,,,,,40.71505153201794,40.71505153201794,40.71505153201794,,,,,,
40896,,,,,,,55.33987746822584,55.33987746822584,55.33987746822584,,,,,,
41024,71.84591373158219,71.84591373158219,71.84591373158219,,,,,,,,,,,,
42368,,,,,,,,,,23.294067685978575,23.294067685978575,23.294067685978575,,,
42624,32.6258790958193,32.6258790958193,32.6258790958193,,,,,,,,,,,,
42880,62.33698394743248,62.33698394743248,62.33698394743248,,,,,,,,,,,,
43072,,,,,,,,,,,,,64.0363376241189,64.0363376241189,64.0363376241189
43456,,,,,,,,,,3.4517791189510816,3.4517791189510816,3.4517791189510816,,,
44032,,,,,,,,,,51.3253876898941,51.3253876898941,51.3253876898941,,,
45696,,,,,,,,,,91.98207397766451,91.98207397766451,91.98207397766451,,,
45888,,,,,,,14.72100227745884,14.72100227745884,14.72100227745884,,,,,,
46080,,,,67.52807442185767,67.52807442185767,67.52807442185767,,,,,,,,,
46144,33.16914715371988,33.16914715371988,33.16914715371988,,,,,,,,,,,,
46208,73.98738968538676,73.98738968538676,73.98738968538676,,,,,,,,,,,,
46528,,,,30.98886738551069,30.98886738551069,30.98886738551069,,,,,,,,,
47552,,,,,,,,,,,,,56.99272164203109,56.99272164203109,56.99272164203109
47616,,,,74.31929928722339,74.31929928722339,74.31929928722339,-2.8028301530842348,-2.8028301530842348,-2.8028301530842348,,,,,,
48000,,,,,,,,,,,,,29.78939156559438,29.78939156559438,29.78939156559438
48448,,,,,,,,,,,,,42.462036639375526,42.462036639375526,42.462036639375526
48512,,,,,,,29.581380855612732,29.581380855612732,29.581380855612732,,,,,,
49216,16.91357564252865,16.91357564252865,16.91357564252865,,,,,,,,,,,,
49728,,,,,,,,,,38.337151502442616,38.337151502442616,38.337151502442616,,,
49856,57.48087544890443,57.48087544890443,57.48087544890443,,,,,,,29.61944814177552,29.61944814177552,29.61944814177552,,,
50304,,,,,,,,,,49.34964746055179,49.34964746055179,49.34964746055179,,,
51008,53.961621681671815,53.961621681671815,53.961621681671815,,,,39.397416511994074,39.397416511994074,39.397416511994074,,,,,,
52480,,,,62.255129716268385,62.255129716268385,62.255129716268385,,,,,,,,,
52672,53.56010473084544,53.56010473084544,53.56010473084544,,,,,,,,,,,,
53440,,,,,,,54.29073892510998,54.29073892510998,54.29073892510998,,,,,,
53504,,,,,,,,,,,,,40.2101205253804,40.2101205253804,40.2101205253804
53568,,,,67.33241350260393,67.33241350260393,67.33241350260393,,,,,,,,,
54016,47.73710851840168,47.73710851840168,47.73710851840168,,,,,,,,,,,,
54272,,,,,,,46.360805304218964,46.360805304218964,46.360805304218964,,,,,,
54400,,,,,,,,,,,,,15.503457320749138,15.503457320749138,15.503457320749138
55360,29.26654314465236,29.26654314465236,29.26654314465236,,,,,,,,,,,,
55616,,,,,,,,,,,,,51.12414953740324,51.12414953740324,51.12414953740324
56512,34.315862375466615,34.315862375466615,34.315862375466615,,,,,,,,,,,,
59008,,,,,,,29.254515826322965,29.254515826322965,29.254515826322965,,,,,,
59072,,,,,,,34.18470827864415,34.18470827864415,34.18470827864415,,,,,,
59264,58.30634131324073,58.30634131324073,58.30634131324073,,,,,,,,,,,,
59328,36.54592097259317,36.54592097259317,36.54592097259317,31.542546872861728,31.542546872861728,31.542546872861728,,,,,,,,,
59584,,,,57.99372588218975,57.99372588218975,57.99372588218975,,,,,,,,,
59712,,,,89.59460696366133,89.59460696366133,89.59460696366133,,,,,,,,,
60544,,,,,,,,,,,,,39.86054618111924,39.86054618111924,39.86054618111924
61376,,,,,,,16.317680886553223,16.317680886553223,16.317680886553223,,,,,,
61440,,,,,,,,,,,,,10.176534208472802,10.176534208472802,10.176534208472802
62912,49.99573184496758,49.99573184496758,49.99573184496758,,,,,,,,,,,,
63168,,,,,,,,,,25.95206641765009,25.95206641765009,25.95206641765009,,,
63680,,,,,,,,,,34.72733829196835,34.72733829196835,34.72733829196835,,,
64384,31.51746841213623,31.51746841213623,31.51746841213623,,,,,,,,,,,,
66560,-61.25139766825743,-61.25139766825743,-61.25139766825743,,,,,,,,,,,,
67200,,,,,,,-71.36459739733273,-71.36459739733273,-71.36459739733273,,,,,,
68352,,,,,,,,,,-33.21053943597833,-33.21053943597833,-33.21053943597833,,,
68608,,,,-29.686623686538,-29.686623686538,-29.686623686538,,,,,,,,,
68736,,,,-38.933261525964866,-38.933261525964866,-38.933261525964866,,,,,,,,,
69184,-100.48765388199328,-100.48765388199328,-100.48765388199328,,,,,,,,,,,,
69760,,,,-71.59870975120529,-71.59870975120529,-71.59870975120529,0.5227297057344078,0.5227297057344078,0.5227297057344078,,,,,,
70272,33.17690163116961,33.17690163116961,33.17690163116961,,,,,,,,,,,,
71360,,,,25.661867414179277,25.661867414179277,25.661867414179277,,,,,,,,,
71616,,,,,,,,,,42.0660779634243,42.0660779634243,42.0660779634243,,,
71872,,,,,,,-3.322634937800657,-3.322634937800657,-3.322634937800657,,,,,,
72128,33.732796409936796,33.732796409936796,33.732796409936796,,,,,,,,,,,,
72320,,,,,,,,,,-24.025384703415845,-24.025384703415845,-24.025384703415845,,,
72384,,,,,,,-0.1563008402670194,-0.1563008402670194,-0.1563008402670194,,,,,,
72832,,,,,,,-24.903736905096707,-24.903736905096707,-24.903736905096707,,,,,,
73984,,,,,,,38.06017365635534,38.06017365635534,38.06017365635534,,,,,,
75328,,,,,,,,,,,,,-12.077512614468,-12.077512614468,-12.077512614468
75392,,,,,,,,,,,,,-71.44278372415853,-71.44278372415853,-71.44278372415853
76608,4.422017902891055,4.422017902891055,4.422017902891055,,,,-53.820166497667415,-53.820166497667415,-53.820166497667415,,,,,,
76928,28.555271697451623,28.555271697451623,28.555271697451623,,,,,,,,,,,,
77824,,,,,,,-8.403980201423476,-8.403980201423476,-8.403980201423476,,,,,,
77952,-8.508504355242422,-8.508504355242422,-8.508504355242422,,,,,,,,,,,,
78144,-7.433883649747404,-7.433883649747404,-7.433883649747404,-68.07123659316781,-68.07123659316781,-68.07123659316781,,,,,,,,,
78528,,,,,,,-3.702532292396917,-3.702532292396917,-3.702532292396917,,,,,,
79680,29.38413427338863,29.38413427338863,29.38413427338863,,,,,,,,,,,,
80000,20.17323442529478,20.17323442529478,20.17323442529478,,,,,,,,,,,,
80128,,,,,,,,,,-49.424899156929925,-49.424899156929925,-49.424899156929925,,,
80320,,,,19.784258291729152,19.784258291729152,19.784258291729152,,,,,,,,,
80448,,,,0.5810936960156727,0.5810936960156727,0.5810936960156727,,,,,,,,,
80768,,,,-53.77011739322808,-53.77011739322808,-53.77011739322808,,,,,,,,,
81408,,,,,,,-12.53552354320181,-12.53552354320181,-12.53552354320181,,,,,,
81536,,,,,,,,,,,,,-3.2878529109489802,-3.2878529109489802,-3.2878529109489802
81728,,,,,,,,,,-15.349695370737166,-15.349695370737166,-15.349695370737166,,,
81792,21.025376613444376,21.025376613444376,21.025376613444376,,,,,,,,,,,,
82112,17.21653059835834,17.21653059835834,17.21653059835834,,,,,,,,,,,,
82624,10.111316461171473,10.111316461171473,10.111316461171473,,,,,,,,,,,,
85248,57.2820737366433,57.2820737366433,57.2820737366433,,,,,,,,,,,,
85440,122.32737849365199,122.32737849365199,122.32737849365199,,,,,,,,,,,,
85632,,,,,,,,,,21.38604994987943,21.38604994987943,21.38604994987943,,,
86144,,,,,,,,,,94.06187838852874,94.06187838852874,94.06187838852874,,,
86656,47.147359537138996,47.147359537138996,47.147359537138996,,,,,,,,,,,,
88128,66.68913569917699,66.68913569917699,66.68913569917699,,,,,,,,,,,,
88704,,,,14.972427020821902,14.972427020821902,14.972427020821902,,,,,,,,,
89408,58.45493137042092,58.45493137042092,58.45493137042092,,,,,,,,,,,,
89664,,,,113.76546439891399,113.76546439891399,113.76546439891399,,,,,,,,,
90240,,,,,,,,,,108.20108516544417,108.20108516544417,108.20108516544417,,,
90304,50.397368010831755,50.397368010831755,50.397368010831755,,,,,,,,,,,,
90496,,,,,,,76.53054813405139,76.53054813405139,76.53054813405139,,,,,,
91200,,,,,,,61.70631172284719,61.70631172284719,61.70631172284719,,,,,,
91520,55.81712246130119,55.81712246130119,55.81712246130119,,,,,,,,,,,,
91904,,,,,,,,,,-21.0871100589118,-21.0871100589118,-21.0871100589118,,,
92160,,,,,,,14.513194049598354,14.513194049598354,14.513194049598354,,,,,,
93056,,,,,,,,,,0.9732984968536247,0.9732984968536247,0.9732984968536247,,,
93312,90.0241479163379,90.0241479163379,90.0241479163379,,,,,,,,,,,,
93760,,,,,,,,,,105.51603546753604,105.51603546753604,105.51603546753604,,,
94336,22.30505741814825,22.30505741814825,22.30505741814825,,,,,,,,,,,,
96256,,,,,,,,,,,,,85.66392647569405,85.66392647569405,85.66392647569405
97216,41.78261456400157,41.78261456400157,41.78261456400157,,,,,,,,,,,,
97600,,,,,,,171.18952591891065,171.18952591891065,171.18952591891065,,,,,,
98560,160.58025532801895,160.58025532801895,160.58025532801895,,,,,,,,,,,,
99328,69.77159814044757,69.77159814044757,69.77159814044757,,,,,,,,,,,,
99968,,,,,,,72.24940945873554,72.24940945873554,72.24940945873554,,,,,,
100480,62.32438493107627,62.32438493107627,62.32438493107627,,,,,,,,,,,,
100736,,,,,,,,,,,,,86.17880223691309,86.17880223691309,86.17880223691309
100800,,,,,,,,,,,,,79.43876382375575,79.43876382375575,79.43876382375575
101120,,,,,,,-3.1625931776584073,-3.1625931776584073,-3.1625931776584073,,,,,,
101632,,,,50.43495958044892,50.43495958044892,50.43495958044892,,,,,,,,,
101952,,,,,,,37.063691766656824,37.063691766656824,37.063691766656824,,,,,,
102464,88.29017938499364,88.29017938499364,88.29017938499364,,,,,,,,,,,,
102976,60.28591215103553,60.28591215103553,60.28591215103553,57.299084300693735,57.299084300693735,57.299084300693735,,,,,,,,,
103040,,,,,,,,,,,,,26.332735157555938,26.332735157555938,26.332735157555938
103488,-5.770080965562322,-5.770080965562322,-5.770080965562322,,,,,,,,,,,,
104000,,,,,,,,,,,,,14.934351980533283,14.934351980533283,14.934351980533283
105920,88.46085218737107,88.46085218737107,88.46085218737107,,,,,,,,,,,,
106240,,,,,,,,,,61.45614626322741,61.45614626322741,61.45614626322741,,,
106368,,,,,,,86.80503225802907,86.80503225802907,86.80503225802907,,,,,,
106432,,,,3.541938053016895,3.541938053016895,3.541938053016895,,,,,,,,,
106624,,,,,,,71.68987700153865,71.68987700153865,71.68987700153865,112.23800322224177,112.23800322224177,112.23800322224177,,,
107840,,,,10.7657031513696,10.7657031513696,10.7657031513696,,,,,,,,,
108416,,,,,,,,,,,,,37.69797461370056,37.69797461370056,37.69797461370056
108544,,,,32.84789172117311,32.84789172117311,32.84789172117311,,,,,,,,,
108672,,,,,,,,,,,,,14.841387167268717,14.841387167268717,14.841387167268717
109056,,,,,,,,,,71.61794268721687,71.61794268721687,71.61794268721687,,,
109184,,,,7.263649561001063,7.263649561001063,7.263649561001063,,,,,,,,,
109952,13.521575768433948,13.521575768433948,13.521575768433948,,,,,,,,,,,,
110528,2.1937246931519874,2.1937246931519874,2.1937246931519874,,,,,,,,,,,,
110720,16.0927627513234,16.0927627513234,16.0927627513234,,,,,,,,,,,,
110976,,,,,,,,,,,,,30.176966930023983,30.176966930023983,30.176966930023983
111424,,,,,,,,,,46.47258830690572,46.47258830690572,46.47258830690572,,,
111744,,,,,,,,,,,,,23.87280677546226,23.87280677546226,23.87280677546226
112064,,,,,,,,,,,,,36.9482190306399,36.9482190306399,36.9482190306399
112320,27.112569045216944,27.112569045216944,27.112569045216944,,,,127.20626945415249,127.20626945415249,127.20626945415249,,,,,,
112960,,,,,,,,,,,,,44.33549373630767,44.33549373630767,44.33549373630767
113216,,,,23.776439820220652,23.776439820220652,23.776439820220652,,,,,,,,,
113344,,,,-35.38302074259488,-35.38302074259488,-35.38302074259488,,,,,,,,,
114112,,,,,,,,,,,,,33.40234672803686,33.40234672803686,33.40234672803686
114240,,,,,,,,,,38.82914409979165,38.82914409979165,38.82914409979165,,,
115584,29.85083778807475,29.85083778807475,29.85083778807475,44.50813492247416,44.50813492247416,44.50813492247416,,,,,,,,,
116160,36.18145901236859,36.18145901236859,36.18145901236859,,,,,,,,,,,,
116736,,,,,,,,,,68.26257042526107,68.26257042526107,68.26257042526107,,,
116800,,,,-38.54993579185133,-38.54993579185133,-38.54993579185133,,,,,,,,,
117760,16.398112304695935,16.398112304695935,16.398112304695935,,,,,,,,,,,,
118016,19.709876526731477,19.709876526731477,19.709876526731477,,,,,,,,,,,,
118208,,,,,,,,,,,,,20.652700395373472,20.652700395373472,20.652700395373472
118848,,,,,,,,,,5.366334391273761,5.366334391273761,5.366334391273761,,,
119296,,,,91.40623276858274,91.40623276858274,91.40623276858274,,,,,,,,,
120192,15.280295765337527,15.280295765337527,15.280295765337527,,,,,,,,,,,,
120896,,,,,,,,,,45.257210629768096,45.257210629768096,45.257210629768096,,,
120960,45.605013250546314,45.605013250546314,45.605013250546314,,,,,,,,,,,,
122176,,,,,,,143.49036775120734,143.49036775120734,143.49036775120734,,,,,,
122304,,,,21.941331230139866,21.941331230139866,21.941331230139866,,,,,,,,,
123328,,,,25.43694192586926,25.43694192586926,25.43694192586926,,,,,,,,,
123456,,,,42.842724130387715,42.842724130387715,42.842724130387715,,,,,,,,,
123904,,,,65.68481233466203,65.68481233466203,65.68481233466203,,,,,,,,,
124096,,,,75.89588094665119,75.89588094665119,75.89588094665119,,,,,,,,,
125056,32.998577824021204,32.998577824021204,32.998577824021204,,,,,,,,,,,,
126144,,,,,,,,,,,,,11.396192284856799,11.396192284856799,11.396192284856799
126656,,,,,,,,,,54.016154958888194,54.016154958888194,54.016154958888194,,,
127040,,,,,,,41.15557974153165,41.15557974153165,41.15557974153165,,,,,,
127616,56.031454719487606,56.031454719487606,56.031454719487606,,,,,,,,,,,,
127680,,,,,,,,,,26.161598343683796,26.161598343683796,26.161598343683796,,,
127808,,,,,,,,,,37.36478197642491,37.36478197642491,37.36478197642491,,,
128000,,,,71.60784445438087,71.60784445438087,71.60784445438087,,,,,,,,,
128384,36.8464589953251,36.8464589953251,36.8464589953251,,,,,,,,,,,,
129344,,,,,,,,,,,,,22.437629764907033,22.437629764907033,22.437629764907033
129984,,,,,,,,,,36.81221918988447,36.81221918988447,36.81221918988447,,,
130496,,,,,,,,,,,,,87.63956549657578,87.63956549657578,87.63956549657578
130560,,,,,,,10.919774542830073,10.919774542830073,10.919774542830073,,,,,,
130944,,,,,,,-4.114147193996685,-4.114147193996685,-4.114147193996685,,,,,,
131264,,,,,,,,,,,,,63.062280152123336,63.062280152123336,63.062280152123336
132352,,,,,,,,,,,,,47.32786460273554,47.32786460273554,47.32786460273554
132736,133.523197588504,133.523197588504,133.523197588504,,,,,,,,,,,,
133696,,,,,,,,,,,,,19.48116771263915,19.48116771263915,19.48116771263915
135360,,,,,,,,,,50.54764499314638,50.54764499314638,50.54764499314638,,,
135488,,,,,,,32.145996930330845,32.145996930330845,32.145996930330845,,,,,,
136512,,,,80.82184062776922,80.82184062776922,80.82184062776922,,,,,,,,,
136960,,,,,,,,,,,,,51.771579588879476,51.771579588879476,51.771579588879476
137280,,,,,,,,,,11.316852874635723,11.316852874635723,11.316852874635723,,,
137600,4.841212082633183,4.841212082633183,4.841212082633183,,,,,,,,,,,,
137664,,,,,,,25.192096978802027,25.192096978802027,25.192096978802027,,,,,,
138048,,,,,,,112.40682007077166,112.40682007077166,112.40682007077166,,,,,,
139008,,,,,,,,,,,,,85.11246799794637,85.11246799794637,85.11246799794637
139584,,,,,,,38.35965034894919,38.35965034894919,38.35965034894919,58.87815163068748,58.87815163068748,58.87815163068748,,,
140608,,,,,,,,,,,,,87.3342191745614,87.3342191745614,87.3342191745614
141120,,,,,,,,,,,,,122.94012802702908,122.94012802702908,122.94012802702908
141248,,,,78.59051624961393,78.59051624961393,78.59051624961393,,,,,,,,,
141376,,,,22.362139365997624,22.362139365997624,22.362139365997624,,,,,,,,,
141824,,,,,,,57.36774838326021,57.36774838326021,57.36774838326021,,,,,,
142080,,,,,,,68.45839081727085,68.45839081727085,68.45839081727085,75.07502900086462,75.07502900086462,75.07502900086462,,,
143808,,,,89.19140538262916,89.19140538262916,89.19140538262916,,,,,,,,,
144512,,,,46.03721291673745,46.03721291673745,46.03721291673745,,,,,,,,,
146112,63.33825879313092,63.33825879313092,63.33825879313092,,,,,,,,,,,,
146560,,,,51.15456345858687,51.15456345858687,51.15456345858687,,,,,,,,,
148032,,,,,,,,,,,,,18.183857931171733,18.183857931171733,18.183857931171733
149824,24.317739958688236,24.317739958688236,24.317739958688236,,,,,,,,,,,,
149888,,,,,,,,,,56.16194150524771,56.16194150524771,56.16194150524771,,,
150016,45.600526291553265,45.600526291553265,45.600526291553265,,,,,,,,,,,,
150528,,,,12.520653188301953,12.520653188301953,12.520653188301953,,,,,,,,,
151936,,,,,,,,,,60.67975656362729,60.67975656362729,60.67975656362729,144.70559732290462,144.70559732290462,144.70559732290462
152320,,,,,,,,,,40.69407453474731,40.69407453474731,40.69407453474731,,,
152512,,,,56.579947834236464,56.579947834236464,56.579947834236464,,,,,,,,,
152640,64.06570135223149,64.06570135223149,64.06570135223149,,,,,,,,,,,,
152960,,,,18.64678987694037,18.64678987694037,18.64678987694037,,,,,,,,,
153408,,,,135.79350645340708,135.79350645340708,135.79350645340708,,,,,,,,,
153600,,,,49.59826021554272,49.59826021554272,49.59826021554272,,,,,,,,,
154624,,,,,,,32.433829102190074,32.433829102190074,32.433829102190074,,,,,,
155200,95.59849192194291,95.59849192194291,95.59849192194291,,,,,,,,,,,,
155584,,,,,,,,,,27.256494280269955,27.256494280269955,27.256494280269955,,,
155648,31.90875551921224,31.90875551921224,31.90875551921224,,,,,,,,,,,,
155904,,,,,,,,,,,,,47.49732275791038,47.49732275791038,47.49732275791038
156224,,,,,,,18.25394266994837,18.25394266994837,18.25394266994837,,,,,,
156416,,,,35.627580327958036,35.627580327958036,35.627580327958036,,,,,,,,,
156480,,,,57.33070864758879,57.33070864758879,57.33070864758879,,,,,,,,,
156544,,,,,,,,,,,,,85.99346411870881,85.99346411870881,85.99346411870881
156608,,,,,,,,,,29.368764984726297,29.368764984726297,29.368764984726297,,,
156800,,,,,,,,,,,,,37.393016427526,37.393016427526,37.393016427526
158784,39.11344821395363,39.11344821395363,39.11344821395363,,,,,,,,,,33.462544512171405,33.462544512171405,33.462544512171405
159040,,,,,,,,,,11.948998027114666,11.948998027114666,11.948998027114666,,,
159808,,,,,,,0.5282397615098313,0.5282397615098313,0.5282397615098313,,,,,,
159872,,,,,,,18.86189605431564,18.86189605431564,18.86189605431564,,,,,,
159936,47.354550359664174,47.354550359664174,47.354550359664174,,,,,,,,,,,,
160320,68.27970741159474,68.27970741159474,68.27970741159474,,,,,,,,,,,,
160640,,,,48.82929607363273,48.82929607363273,48.82929607363273,,,,,,,,,
161280,149.22137588557305,149.22137588557305,149.22137588557305,,,,,,,,,,,,
